generation_id,pokemon_id,form_id,slot,type_id
6,329,1,2,15
6,330,1,1,9
6,330,1,2,15
6,331,1,1,4
6,332,1,1,4
6,332,1,2,16
6,333,1,1,1
6,333,1,2,10
6,334,1,1,15
6,334,1,2,10
6,334,2,1,15
6,334,2,2,18
6,335,1,1,1
6,336,1,1,8
6,337,1,1,13
6,337,1,2,11
6,338,1,1,13
6,338,1,2,11
6,339,1,1,3
6,339,1,2,9
6,340,1,1,3
6,340,1,2,9
6,341,1,1,3
6,342,1,1,3
6,342,1,2,16
6,343,1,1,9
6,343,1,2,11
6,344,1,1,9
6,344,1,2,11
6,345,1,1,13
6,345,1,2,4
6,346,1,1,13
6,346,1,2,4
6,347,1,1,13
6,347,1,2,12
6,348,1,1,13
6,348,1,2,12
6,349,1,1,3
6,350,1,1,3
6,351,1,1,1
6,351,2,1,2
6,351,3,1,3
6,351,4,1,6
6,352,1,1,1
6,353,1,1,14
6,354,1,1,14
6,354,2,1,14
6,355,1,1,14
6,356,1,1,14
6,357,1,1,4
6,357,1,2,10
6,358,1,1,11
6,359,1,1,16
6,359,2,1,16
6,360,1,1,11
6,361,1,1,6
6,362,1,1,6
6,362,2,1,6
6,363,1,1,6
6,363,1,2,3
6,364,1,1,6
6,364,1,2,3
6,365,1,1,6
6,365,1,2,3
6,366,1,1,3
6,367,1,1,3
6,368,1,1,3
6,369,1,1,3
6,369,1,2,13
6,370,1,1,3
6,371,1,1,15
6,372,1,1,15
6,373,1,1,15
6,373,1,2,10
6,373,2,1,15
6,373,2,2,10
6,374,1,1,17
6,374,1,2,11
6,375,1,1,17
6,375,1,2,11
6,376,1,1,17
6,376,1,2,11
6,376,2,1,17
6,376,2,2,11
6,377,1,1,13
6,378,1,1,6
6,379,1,1,17
6,380,1,1,15
6,380,1,2,11
6,380,2,1,15
6,380,2,2,11
6,381,1,1,15
6,381,1,2,11
6,381,2,1,15
6,381,2,2,11
6,382,1,1,3
6,382,2,1,3
6,383,1,1,9
6,383,2,1,9
6,383,2,2,2
6,384,1,1,15
6,384,1,2,10
6,384,2,1,15
6,384,2,2,10
6,385,1,1,17
6,385,1,2,11
6,386,1,1,11
6,386,2,1,11
6,386,3,1,11
6,386,4,1,11
6,387,1,1,4
6,388,1,1,4
6,389,1,1,4
6,389,1,2,9
6,390,1,1,2
6,391,1,1,2
6,391,1,2,7
6,392,1,1,2
6,392,1,2,7
6,393,1,1,3
6,394,1,1,3
6,395,1,1,3
6,395,1,2,17
6,396,1,1,1
6,396,1,2,10
6,397,1,1,1
6,397,1,2,10
6,398,1,1,1
6,398,1,2,10
6,399,1,1,1
6,400,1,1,1
6,400,1,2,3
6,401,1,1,12
6,402,1,1,12
6,403,1,1,5
6,404,1,1,5
6,405,1,1,5
6,406,1,1,4
6,406,1,2,8
6,407,1,1,4
6,407,1,2,8
6,408,1,1,13
6,409,1,1,13
6,410,1,1,13
6,410,1,2,17
6,411,1,1,13
6,411,1,2,17
6,412,1,1,12
6,412,2,1,12
6,412,3,1,12
6,413,1,1,12
6,413,1,2,4
6,413,2,1,12
6,413,2,2,9
6,413,3,1,12
6,413,3,2,17
6,414,1,1,12
6,414,1,2,10
6,415,1,1,12
6,415,1,2,10
6,416,1,1,12
6,416,1,2,10
6,417,1,1,5
6,418,1,1,3
6,419,1,1,3
6,420,1,1,4
6,421,1,1,4
6,421,2,1,4
6,422,1,1,3
6,422,2,1,3
6,423,1,1,3
6,423,1,2,9
6,423,2,1,3
6,423,2,2,9
6,424,1,1,1
6,425,1,1,14
6,425,1,2,10
6,426,1,1,14
6,426,1,2,10
6,427,1,1,1
6,428,1,1,1
6,428,2,1,1
6,428,2,2,7
6,429,1,1,14
6,430,1,1,16
6,430,1,2,10
6,431,1,1,1
6,432,1,1,1
6,433,1,1,11
6,434,1,1,8
6,434,1,2,16
6,435,1,1,8
6,435,1,2,16
6,436,1,1,17
6,436,1,2,11
6,437,1,1,17
6,437,1,2,11
6,438,1,1,13
6,439,1,1,11
6,439,1,2,18
6,440,1,1,1
6,441,1,1,1
6,441,1,2,10
6,442,1,1,14
6,442,1,2,16
6,443,1,1,15
6,443,1,2,9
6,444,1,1,15
6,444,1,2,9
6,445,1,1,15
6,445,1,2,9
6,445,2,1,15
6,445,2,2,9
6,446,1,1,1
6,447,1,1,7
6,448,1,1,7
6,448,1,2,17
6,448,2,1,7
6,448,2,2,17
6,449,1,1,9
6,450,1,1,9
6,451,1,1,8
6,451,1,2,12
6,452,1,1,8
6,452,1,2,16
6,453,1,1,8
6,453,1,2,7
6,454,1,1,8
6,454,1,2,7
6,455,1,1,4
6,456,1,1,3
6,457,1,1,3
6,458,1,1,3
6,458,1,2,10
6,459,1,1,4
6,459,1,2,6
6,460,1,1,4
6,460,1,2,6
6,460,2,1,4
6,460,2,2,6
6,461,1,1,16
6,461,1,2,6
6,462,1,1,5
6,462,1,2,17
6,463,1,1,1
6,464,1,1,9
6,464,1,2,13
6,465,1,1,4
6,466,1,1,5
6,467,1,1,2
6,468,1,1,18
6,468,1,2,10
6,469,1,1,12
6,469,1,2,10
6,470,1,1,4
6,471,1,1,6
6,472,1,1,9
6,472,1,2,10
6,473,1,1,6
6,473,1,2,9
6,474,1,1,1
6,475,1,1,11
6,475,1,2,7
6,475,2,1,11
6,475,2,2,7
6,476,1,1,13
6,476,1,2,17
6,477,1,1,14
6,478,1,1,6
6,478,1,2,14
6,479,1,1,5
6,479,1,2,14
6,479,2,1,5
6,479,2,2,2
6,479,3,1,5
6,479,3,2,3
6,479,4,1,5
6,479,4,2,6
6,479,5,1,5
6,479,5,2,10
6,479,6,1,5
6,479,6,2,4
6,480,1,1,11
6,481,1,1,11
6,482,1,1,11
6,483,1,1,17
6,483,1,2,15
6,484,1,1,3
6,484,1,2,15
6,485,1,1,2
6,485,1,2,17
6,486,1,1,1
6,487,1,1,14
6,487,1,2,15
6,487,2,1,14
6,487,2,2,15
6,488,1,1,11
6,489,1,1,3
6,490,1,1,3
6,491,1,1,16
6,492,1,1,4
6,492,2,1,4
6,492,2,2,10
6,493,1,1,1
6,493,2,1,2
6,493,3,1,3
6,493,4,1,4
6,493,5,1,5
6,493,6,1,6
6,493,7,1,7
6,493,8,1,8
6,493,9,1,9
6,493,10,1,10
6,493,11,1,11
6,493,12,1,12
6,493,13,1,13
6,493,14,1,14
6,493,15,1,15
6,493,16,1,16
6,493,17,1,17
6,493,18,1,18
6,494,1,1,11
6,494,1,2,2
6,495,1,1,4
6,496,1,1,4
6,497,1,1,4
6,498,1,1,2
6,499,1,1,2
6,499,1,2,7
6,500,1,1,2
6,500,1,2,7
6,501,1,1,3
6,502,1,1,3
6,503,1,1,3
6,504,1,1,1
6,505,1,1,1
6,506,1,1,1
6,507,1,1,1
6,508,1,1,1
6,509,1,1,16
6,510,1,1,16
6,511,1,1,4
6,512,1,1,4
6,513,1,1,2
6,514,1,1,2
6,515,1,1,3
6,516,1,1,3
6,517,1,1,11
6,518,1,1,11
6,519,1,1,1
6,519,1,2,10
6,520,1,1,1
6,520,1,2,10
6,521,1,1,1
6,521,1,2,10
6,522,1,1,5
6,523,1,1,5
6,524,1,1,13
6,525,1,1,13
6,526,1,1,13
6,527,1,1,11
6,527,1,2,10
6,528,1,1,11
6,528,1,2,10
6,529,1,1,9
6,530,1,1,9
6,530,1,2,17
6,531,1,1,1
6,531,2,1,1
6,531,2,2,18
6,532,1,1,7
6,533,1,1,7
6,534,1,1,7
6,535,1,1,3
6,536,1,1,3
6,536,1,2,9
6,537,1,1,3
6,537,1,2,9
6,538,1,1,7
6,539,1,1,7
6,540,1,1,12
6,540,1,2,4
6,541,1,1,12
6,541,1,2,4
6,542,1,1,12
6,542,1,2,4
6,543,1,1,12
6,543,1,2,8
6,544,1,1,12
6,544,1,2,8
6,545,1,1,12
6,545,1,2,8
6,546,1,1,4
6,546,1,2,18
6,547,1,1,4
6,547,1,2,18
6,548,1,1,4
6,549,1,1,4
6,550,1,1,3
6,550,2,1,3
6,551,1,1,9
6,551,1,2,16
6,552,1,1,9
6,552,1,2,16
6,553,1,1,9
6,553,1,2,16
6,554,1,1,2
6,555,1,1,2
6,555,2,1,2
6,555,2,2,11
6,556,1,1,4
6,557,1,1,12
6,557,1,2,13
6,558,1,1,12
6,558,1,2,13
6,559,1,1,16
6,559,1,2,7
6,560,1,1,16
6,560,1,2,7
6,561,1,1,11
6,561,1,2,10
6,562,1,1,14
6,563,1,1,14
6,564,1,1,3
6,564,1,2,13
6,565,1,1,3
6,565,1,2,13
6,566,1,1,13
6,566,1,2,10
6,567,1,1,13
6,567,1,2,10
6,568,1,1,8
6,569,1,1,8
6,570,1,1,16
6,571,1,1,16
6,572,1,1,1
6,573,1,1,1
6,574,1,1,11
6,575,1,1,11
6,576,1,1,11
6,577,1,1,11
6,578,1,1,11
6,579,1,1,11
6,580,1,1,3
6,580,1,2,10
6,581,1,1,3
6,581,1,2,10
6,582,1,1,6
6,583,1,1,6
6,584,1,1,6
6,585,1,1,1
6,585,1,2,4
6,585,2,1,1
6,585,2,2,4
6,585,3,1,1
6,585,3,2,4
6,585,4,1,1
6,585,4,2,4
6,586,1,1,1
6,586,1,2,4
6,586,2,1,1
6,586,2,2,4
6,586,3,1,1
6,586,3,2,4
6,586,4,1,1
6,586,4,2,4
6,587,1,1,5
6,587,1,2,10
6,588,1,1,12
6,589,1,1,12
6,589,1,2,17
6,590,1,1,4
6,590,1,2,8
6,591,1,1,4
6,591,1,2,8
6,592,1,1,3
6,592,1,2,14
6,593,1,1,3
6,593,1,2,14
6,594,1,1,3
6,595,1,1,12
6,595,1,2,5
6,596,1,1,12
6,596,1,2,5
6,597,1,1,4
6,597,1,2,17
6,598,1,1,4
6,598,1,2,17
6,599,1,1,17
6,600,1,1,17
6,601,1,1,17
6,602,1,1,5
6,603,1,1,5
6,604,1,1,5
6,605,1,1,11
6,606,1,1,11
6,607,1,1,14
6,607,1,2,2
6,608,1,1,14
6,608,1,2,2
6,609,1,1,14
6,609,1,2,2
6,610,1,1,15
6,611,1,1,15
6,612,1,1,15
6,613,1,1,6
6,614,1,1,6
6,615,1,1,6
6,616,1,1,12
6,617,1,1,12
6,618,1,1,9
6,618,1,2,5
6,619,1,1,7
6,620,1,1,7
6,621,1,1,15
6,622,1,1,9
6,622,1,2,14
6,623,1,1,9
6,623,1,2,14
6,624,1,1,16
6,624,1,2,17
6,625,1,1,16
6,625,1,2,17
6,626,1,1,1
6,627,1,1,1
6,627,1,2,10
6,628,1,1,1
6,628,1,2,10
6,629,1,1,16
6,629,1,2,10
6,630,1,1,16
6,630,1,2,10
6,631,1,1,2
6,632,1,1,12
6,632,1,2,17
6,633,1,1,16
6,633,1,2,15
6,634,1,1,16
6,634,1,2,15
6,635,1,1,16
6,635,1,2,15
6,636,1,1,12
6,636,1,2,2
6,637,1,1,12
6,637,1,2,2
6,638,1,1,17
6,638,1,2,7
6,639,1,1,13
6,639,1,2,7
6,640,1,1,4
6,640,1,2,7
6,641,1,1,10
6,641,2,1,10
6,642,1,1,5
6,642,1,2,10
6,642,2,1,5
6,642,2,2,10
6,643,1,1,15
6,643,1,2,2
6,644,1,1,15
6,644,1,2,5
6,645,1,1,9
6,645,1,2,10
6,645,2,1,9
6,645,2,2,10
6,646,1,1,15
6,646,1,2,6
6,646,2,1,15
6,646,2,2,6
6,646,3,1,15
6,646,3,2,6
6,647,1,1,3
6,647,1,2,7
6,647,2,1,3
6,647,2,2,7
6,648,1,1,1
6,648,1,2,11
6,648,2,1,1
6,648,2,2,7
6,649,1,1,12
6,649,1,2,17
6,649,2,1,12
6,649,2,2,17
6,649,3,1,12
6,649,3,2,17
6,649,4,1,12
6,649,4,2,17
6,649,5,1,12
6,649,5,2,17
6,650,1,1,4
6,651,1,1,4
6,652,1,1,4
6,652,1,2,7
6,653,1,1,2
6,654,1,1,2
6,655,1,1,2
6,655,1,2,11
6,656,1,1,3
6,657,1,1,3
6,658,1,1,3
6,658,1,2,16
6,659,1,1,1
6,660,1,1,1
6,660,1,2,9
6,661,1,1,1
6,661,1,2,10
6,662,1,1,2
6,662,1,2,10
6,663,1,1,2
6,663,1,2,10
6,664,1,1,12
6,665,1,1,12
6,666,1,1,12
6,666,1,2,10
6,666,2,1,12
6,666,2,2,10
6,666,3,1,12
6,666,3,2,10
6,666,4,1,12
6,666,4,2,10
6,666,5,1,12
6,666,5,2,10
6,666,6,1,12
6,666,6,2,10
6,666,7,1,12
6,666,7,2,10
6,666,8,1,12
6,666,8,2,10
6,666,9,1,12
6,666,9,2,10
6,666,10,1,12
6,666,10,2,10
6,666,11,1,12
6,666,11,2,10
6,666,12,1,12
6,666,12,2,10
6,666,13,1,12
6,666,13,2,10
6,666,14,1,12
6,666,14,2,10
6,666,15,1,12
6,666,15,2,10
6,666,16,1,12
6,666,16,2,10
6,666,17,1,12
6,666,17,2,10
6,666,18,1,12
6,666,18,2,10
6,666,19,1,12
6,666,19,2,10
6,666,20,1,12
6,666,20,2,10
6,667,1,1,2
6,667,1,2,1
6,668,1,1,2
6,668,1,2,1
6,669,1,1,18
6,669,2,1,18
6,669,3,1,18
6,669,4,1,18
6,669,5,1,18
6,670,1,1,18
6,670,2,1,18
6,670,3,1,18
6,670,4,1,18
6,670,5,1,18
6,670,6,1,18
6,671,1,1,18
6,671,2,1,18
6,671,3,1,18
6,671,4,1,18
6,671,5,1,18
6,672,1,1,4
6,673,1,1,4
6,674,1,1,7
6,675,1,1,7
6,675,1,2,16
6,676,1,1,1
6,676,2,1,1
6,676,3,1,1
6,676,4,1,1
6,676,5,1,1
6,676,6,1,1
6,676,7,1,1
6,676,8,1,1
6,676,9,1,1
6,676,10,1,1
6,677,1,1,11
6,678,1,1,11
6,678,2,1,11
6,679,1,1,17
6,679,1,2,14
6,680,1,1,17
6,680,1,2,14
6,681,1,1,17
6,681,1,2,14
6,681,2,1,17
6,681,2,2,14
6,682,1,1,18
6,683,1,1,18
6,684,1,1,18
6,685,1,1,18
6,686,1,1,16
6,686,1,2,11
6,687,1,1,16
6,687,1,2,11
6,688,1,1,13
6,688,1,2,3
6,689,1,1,13
6,689,1,2,3
6,690,1,1,8
6,690,1,2,3
6,691,1,1,8
6,691,1,2,15
6,692,1,1,3
6,693,1,1,3
6,694,1,1,5
6,694,1,2,1
6,695,1,1,5
6,695,1,2,1
6,696,1,1,13
6,696,1,2,15
6,697,1,1,13
6,697,1,2,15
6,698,1,1,13
6,698,1,2,6
6,699,1,1,13
6,699,1,2,6
6,700,1,1,18
6,701,1,1,7
6,701,1,2,10
6,702,1,1,5
6,702,1,2,18
6,703,1,1,13
6,703,1,2,18
6,704,1,1,15
6,705,1,1,15
6,706,1,1,15
6,707,1,1,17
6,707,1,2,18
6,708,1,1,14
6,708,1,2,4
6,709,1,1,14
6,709,1,2,4
6,710,1,1,14
6,710,1,2,4
6,710,2,1,14
6,710,2,2,4
6,710,3,1,14
6,710,3,2,4
6,710,4,1,14
6,710,4,2,4
6,711,1,1,14
6,711,1,2,4
6,711,2,1,14
6,711,2,2,4
6,711,3,1,14
6,711,3,2,4
6,711,4,1,14
6,711,4,2,4
6,712,1,1,6
6,713,1,1,6
6,714,1,1,10
6,714,1,2,15
6,715,1,1,10
6,715,1,2,15
6,716,1,1,18
6,716,2,1,18
6,717,1,1,16
6,717,1,2,10
6,718,2,1,15
6,718,2,2,9
6,719,1,1,13
6,719,1,2,18
6,719,2,1,13
6,719,2,2,18
6,720,1,1,11
6,720,1,2,14
6,720,2,1,11
6,720,2,2,16
6,721,1,1,2
6,721,1,2,3
7,1,1,1,4
7,1,1,2,8
7,2,1,1,4
7,2,1,2,8
7,3,1,1,4
7,3,1,2,8
7,3,2,1,4
7,3,2,2,8
7,4,1,1,2
7,5,1,1,2
7,6,1,1,2
7,6,1,2,10
7,6,2,1,2
7,6,2,2,15
7,6,3,1,2
7,6,3,2,10
7,7,1,1,3
7,8,1,1,3
7,9,1,1,3
7,9,2,1,3
7,10,1,1,12
7,11,1,1,12
7,12,1,1,12
7,12,1,2,10
7,13,1,1,12
7,13,1,2,8
7,14,1,1,12
7,14,1,2,8
7,15,1,1,12
7,15,1,2,8
7,15,2,1,12
7,15,2,2,8
7,16,1,1,1
7,16,1,2,10
7,17,1,1,1
7,17,1,2,10
7,18,1,1,1
7,18,1,2,10
7,18,2,1,1
7,18,2,2,10
7,19,1,1,1
7,19,2,1,16
7,19,2,2,1
7,20,1,1,1
7,20,2,1,16
7,20,2,2,1
7,21,1,1,1
7,21,1,2,10
7,22,1,1,1
7,22,1,2,10
7,23,1,1,8
7,24,1,1,8
7,25,1,1,5
7,25,8,1,5
7,25,9,1,5
7,25,10,1,5
7,25,11,1,5
7,25,12,1,5
7,25,13,1,5
7,26,1,1,5
7,26,2,1,5
7,26,2,2,11
7,27,1,1,9
7,27,2,1,6
7,27,2,2,17
7,28,1,1,9
7,28,2,1,6
7,28,2,2,17
7,29,1,1,8
7,30,1,1,8
7,31,1,1,8
7,31,1,2,9
7,32,1,1,8
7,33,1,1,8
7,34,1,1,8
7,34,1,2,9
7,35,1,1,18
7,36,1,1,18
7,37,1,1,2
7,37,2,1,6
7,38,1,1,2
7,38,2,1,6
7,38,2,2,18
7,39,1,1,1
7,39,1,2,18
7,40,1,1,1
7,40,1,2,18
7,41,1,1,8
7,41,1,2,10
7,42,1,1,8
7,42,1,2,10
7,43,1,1,4
7,43,1,2,8
7,44,1,1,4
7,44,1,2,8
7,45,1,1,4
7,45,1,2,8
7,46,1,1,12
7,46,1,2,4
7,47,1,1,12
7,47,1,2,4
7,48,1,1,12
7,48,1,2,8
7,49,1,1,12
7,49,1,2,8
7,50,1,1,9
7,50,2,1,9
7,50,2,2,17
7,51,1,1,9
7,51,2,1,9
7,51,2,2,17
7,52,1,1,1
7,52,2,1,16
7,53,1,1,1
7,53,2,1,16
7,54,1,1,3
7,55,1,1,3
7,56,1,1,7
7,57,1,1,7
7,58,1,1,2
7,59,1,1,2
7,60,1,1,3
7,61,1,1,3
7,62,1,1,3
7,62,1,2,7
7,63,1,1,11
7,64,1,1,11
7,65,1,1,11
7,65,2,1,11
7,66,1,1,7
7,67,1,1,7
7,68,1,1,7
7,69,1,1,4
7,69,1,2,8
7,70,1,1,4
7,70,1,2,8
7,71,1,1,4
7,71,1,2,8
7,72,1,1,3
7,72,1,2,8
7,73,1,1,3
7,73,1,2,8
7,74,1,1,13
7,74,1,2,9
7,74,2,1,13
7,74,2,2,5
7,75,1,1,13
7,75,1,2,9
7,75,2,1,13
7,75,2,2,5
7,76,1,1,13
7,76,1,2,9
7,76,2,1,13
7,76,2,2,5
7,77,1,1,2
7,78,1,1,2
7,79,1,1,3
7,79,1,2,11
7,80,1,1,3
7,80,1,2,11
7,80,2,1,3
7,80,2,2,11
7,81,1,1,5
7,81,1,2,17
7,82,1,1,5
7,82,1,2,17
7,83,1,1,1
7,83,1,2,10
7,84,1,1,1
7,84,1,2,10
7,85,1,1,1
7,85,1,2,10
7,86,1,1,3
7,87,1,1,3
7,87,1,2,6
7,88,1,1,8
7,88,2,1,8
7,88,2,2,16
7,89,1,1,8
7,89,2,1,8
7,89,2,2,16
7,90,1,1,3
7,91,1,1,3
7,91,1,2,6
7,92,1,1,14
7,92,1,2,8
7,93,1,1,14
7,93,1,2,8
7,94,1,1,14
7,94,1,2,8
7,94,2,1,14
7,94,2,2,8
7,95,1,1,13
7,95,1,2,9
7,96,1,1,11
7,97,1,1,11
7,98,1,1,3
7,99,1,1,3
7,100,1,1,5
7,101,1,1,5
7,102,1,1,4
7,102,1,2,11
7,103,1,1,4
7,103,1,2,11
7,103,2,1,4
7,103,2,2,15
7,104,1,1,9
7,105,1,1,9
7,105,2,1,2
7,105,2,2,14
7,106,1,1,7
7,107,1,1,7
7,108,1,1,1
7,109,1,1,8
7,110,1,1,8
7,111,1,1,9
7,111,1,2,13
7,112,1,1,9
7,112,1,2,13
7,113,1,1,1
7,114,1,1,4
7,115,1,1,1
7,115,2,1,1
7,116,1,1,3
7,117,1,1,3
7,118,1,1,3
7,119,1,1,3
7,120,1,1,3
7,121,1,1,3
7,121,1,2,11
7,122,1,1,11
7,122,1,2,18
7,123,1,1,12
7,123,1,2,10
7,124,1,1,6
7,124,1,2,11
7,125,1,1,5
7,126,1,1,2
7,127,1,1,12
7,127,2,1,12
7,127,2,2,10
7,128,1,1,1
7,129,1,1,3
7,130,1,1,3
7,130,1,2,10
7,130,2,1,3
7,130,2,2,16
7,131,1,1,3
7,131,1,2,6
7,132,1,1,1
7,133,1,1,1
7,134,1,1,3
7,135,1,1,5
7,136,1,1,2
7,137,1,1,1
7,138,1,1,13
7,138,1,2,3
7,139,1,1,13
7,139,1,2,3
7,140,1,1,13
7,140,1,2,3
7,141,1,1,13
7,141,1,2,3
7,142,1,1,13
7,142,1,2,10
7,142,2,1,13
7,142,2,2,10
7,143,1,1,1
7,144,1,1,6
7,144,1,2,10
7,145,1,1,5
7,145,1,2,10
7,146,1,1,2
7,146,1,2,10
7,147,1,1,15
7,148,1,1,15
7,149,1,1,15
7,149,1,2,10
7,150,1,1,11
7,150,2,1,11
7,150,2,2,7
7,150,3,1,11
7,151,1,1,11
7,152,1,1,4
7,153,1,1,4
7,154,1,1,4
7,155,1,1,2
7,156,1,1,2
7,157,1,1,2
7,158,1,1,3
7,159,1,1,3
7,160,1,1,3
7,161,1,1,1
7,162,1,1,1
7,163,1,1,1
7,163,1,2,10
7,164,1,1,1
7,164,1,2,10
7,165,1,1,12
7,165,1,2,10
7,166,1,1,12
7,166,1,2,10
7,167,1,1,12
7,167,1,2,8
7,168,1,1,12
7,168,1,2,8
7,169,1,1,8
7,169,1,2,10
7,170,1,1,3
7,170,1,2,5
7,171,1,1,3
7,171,1,2,5
7,172,1,1,5
7,173,1,1,18
7,174,1,1,1
7,174,1,2,18
7,175,1,1,18
7,176,1,1,18
7,176,1,2,10
7,177,1,1,11
7,177,1,2,10
7,178,1,1,11
7,178,1,2,10
7,179,1,1,5
7,180,1,1,5
7,181,1,1,5
7,181,2,1,5
7,181,2,2,15
7,182,1,1,4
7,183,1,1,3
7,183,1,2,18
7,184,1,1,3
7,184,1,2,18
7,185,1,1,13
7,186,1,1,3
7,187,1,1,4
7,187,1,2,10
7,188,1,1,4
7,188,1,2,10
7,189,1,1,4
7,189,1,2,10
7,190,1,1,1
7,191,1,1,4
7,192,1,1,4
7,193,1,1,12
7,193,1,2,10
7,194,1,1,3
7,194,1,2,9
7,195,1,1,3
7,195,1,2,9
7,196,1,1,11
7,197,1,1,16
7,198,1,1,16
7,198,1,2,10
7,199,1,1,3
7,199,1,2,11
7,200,1,1,14
7,201,1,1,11
7,201,2,1,11
7,201,3,1,11
7,201,4,1,11
7,201,5,1,11
7,201,6,1,11
7,201,7,1,11
7,201,8,1,11
7,201,9,1,11
7,201,10,1,11
7,201,11,1,11
7,201,12,1,11
7,201,13,1,11
7,201,14,1,11
7,201,15,1,11
7,201,16,1,11
7,201,17,1,11
7,201,18,1,11
7,201,19,1,11
7,201,20,1,11
7,201,21,1,11
7,201,22,1,11
7,201,23,1,11
7,201,24,1,11
7,201,25,1,11
7,201,26,1,11
7,201,27,1,11
7,201,28,1,11
7,202,1,1,11
7,203,1,1,1
7,203,1,2,11
7,204,1,1,12
7,205,1,1,12
7,205,1,2,17
7,206,1,1,1
7,207,1,1,9
7,207,1,2,10
7,208,1,1,17
7,208,1,2,9
7,208,2,1,17
7,208,2,2,9
7,209,1,1,18
7,210,1,1,18
7,211,1,1,3
7,211,1,2,8
7,212,1,1,12
